From	To
ENSP00000418803	TIDC1_HUMAN
ENSP00000440638	TM216_HUMAN
ENSP00000228437	PRDM4_HUMAN
ENSP00000480301	A0A087WWK8_HUMAN
ENSP00000335808	PIP30_HUMAN
ENSP00000459533	LITAF_HUMAN
ENSP00000354665	NU6M_HUMAN
ENSP00000452280	PTGR2_HUMAN
ENSP00000025301	AKA11_HUMAN
ENSP00000240123	VINEX_HUMAN
ENSP00000421294	SH321_HUMAN
ENSP00000313983	NSD3_HUMAN
ENSP00000485342	E9PLY7_HUMAN
ENSP00000380353	SMBT2_HUMAN
ENSP00000341346	TEKT1_HUMAN
ENSP00000371553	NANGN_HUMAN
ENSP00000389103	RL23A_HUMAN
ENSP00000452414	PTN21_HUMAN
ENSP00000325065	O4A15_HUMAN
ENSP00000294484	DISP3_HUMAN
ENSP00000266671	PHLA1_HUMAN
ENSP00000443988	SDS3_HUMAN
ENSP00000438815	O13C2_HUMAN
ENSP00000253048	ZC3H4_HUMAN
ENSP00000275198	TAAR6_HUMAN
ENSP00000357603	LRC27_HUMAN
ENSP00000005386	RPAP3_HUMAN
ENSP00000394791	SENP1_HUMAN
ENSP00000302896	RS9_HUMAN
ENSP00000380901	CO8A2_HUMAN
ENSP00000426083	ADH1G_HUMAN
ENSP00000320648	WDR97_HUMAN
ENSP00000372286	KR271_HUMAN
ENSP00000351671	CCL20_HUMAN
ENSP00000264663	NNTM_HUMAN
ENSP00000466937	FHOD3_HUMAN
ENSP00000386156	PYM1_HUMAN
ENSP00000288602	A0A2U3TZI2_HUMAN
ENSP00000219481	DECR2_HUMAN
ENSP00000386896	ITA6_HUMAN
ENSP00000382791	GRIK1_HUMAN
ENSP00000450040	LPP60_HUMAN
ENSP00000436773	K0100_HUMAN
ENSP00000274140	MARH6_HUMAN
ENSP00000417335	ROBO2_HUMAN
ENSP00000227155	CD82_HUMAN
ENSP00000325708	CD37_HUMAN
ENSP00000350267	BRPF3_HUMAN
ENSP00000366170	CST9_HUMAN
ENSP00000300131	NAB2_HUMAN
ENSP00000261800	FAT2_HUMAN
ENSP00000275493	EGFR_HUMAN
ENSP00000312185	ELMO1_HUMAN
ENSP00000356791	DERM_HUMAN
ENSP00000458762	NMRL1_HUMAN
ENSP00000331741	HXB2_HUMAN
ENSP00000370555	GLYG2_HUMAN
ENSP00000474182	S4R3D4_HUMAN
ENSP00000375653	NAL12_HUMAN
ENSP00000302422	O52K1_HUMAN
ENSP00000484121	A0A087X1E4_HUMAN
ENSP00000445052	CATL2_HUMAN
ENSP00000375820	ZN233_HUMAN
ENSP00000379092	BTC_HUMAN
ENSP00000468002	KANK2_HUMAN
ENSP00000345055	KCNQ5_HUMAN
ENSP00000379607	KNCN_HUMAN
ENSP00000415823	IGFL1_HUMAN
ENSP00000260102	RM15_HUMAN
ENSP00000406157	PAPS2_HUMAN
ENSP00000382871	MAGBG_HUMAN
ENSP00000339795	RL7_HUMAN
ENSP00000337353	TYDP1_HUMAN
ENSP00000234701	CLCA1_HUMAN
ENSP00000414390	CF300_HUMAN
ENSP00000303077	AATC2_HUMAN
ENSP00000355741	COQ8A_HUMAN
ENSP00000331532	SPT32_HUMAN
ENSP00000265097	THOC3_HUMAN
ENSP00000376899	FPRP_HUMAN
ENSP00000387075	TIKI1_HUMAN
ENSP00000466834	K7EN88_HUMAN
ENSP00000416508	AT133_HUMAN
ENSP00000421491	XRCC4_HUMAN
ENSP00000379678	PGM5_HUMAN
ENSP00000447173	VDR_HUMAN
ENSP00000355799	GPR31_HUMAN
ENSP00000263038	PAHX_HUMAN
ENSP00000436453	O52I1_HUMAN
ENSP00000330509	DEXI_HUMAN
ENSP00000406472	CDK15_HUMAN
ENSP00000404854	NDRG1_HUMAN
ENSP00000371307	PLPP6_HUMAN
ENSP00000358909	SFXN2_HUMAN
ENSP00000390111	PLS5_HUMAN
ENSP00000366095	MOG_HUMAN
ENSP00000479097	CCL14_HUMAN
ENSP00000357882	PSTK_HUMAN
ENSP00000313854	CLP1L_HUMAN
ENSP00000482957	RIPR2_HUMAN
ENSP00000341911	PALM_HUMAN
ENSP00000325355	CSKI2_HUMAN
ENSP00000335371	TPC11_HUMAN
ENSP00000353030	PTPRF_HUMAN
ENSP00000363694	E41LB_HUMAN
ENSP00000401720	GLPK_HUMAN
ENSP00000340668	TM248_HUMAN
ENSP00000247815	HELB_HUMAN
ENSP00000389111	FND10_HUMAN
ENSP00000355141	SELN_HUMAN
ENSP00000290158	IMB1_HUMAN
ENSP00000430690	TFF3_HUMAN
ENSP00000359361	DDX43_HUMAN
ENSP00000324205	CHM4A_HUMAN
ENSP00000418529	NSF1C_HUMAN
ENSP00000347197	C5AR1_HUMAN
ENSP00000406050	5HT3E_HUMAN
ENSP00000382828	M3KCL_HUMAN
ENSP00000344967	A0A0C4DFS6_HUMAN
ENSP00000265857	GET4_HUMAN
ENSP00000373937	PRTG_HUMAN
ENSP00000481078	GG6L9_HUMAN
ENSP00000181839	CDK13_HUMAN
ENSP00000366015	ANGL7_HUMAN
ENSP00000329357	SP1_HUMAN
ENSP00000385927	RMD1_HUMAN
ENSP00000438244	KLRF2_HUMAN
ENSP00000312158	BT2A1_HUMAN
ENSP00000357810	LIGO4_HUMAN
ENSP00000182290	TSN32_HUMAN
ENSP00000273261	LRIG1_HUMAN
ENSP00000446955	MYL6_HUMAN
ENSP00000264651	K1C24_HUMAN
ENSP00000360116	UBE2U_HUMAN
ENSP00000317333	NGN2_HUMAN
ENSP00000395704	CXCR6_HUMAN
ENSP00000389714	CTNA3_HUMAN
ENSP00000363708	BMPR2_HUMAN
ENSP00000264669	FAKD3_HUMAN
ENSP00000328405	DGKA_HUMAN
ENSP00000292574	CC105_HUMAN
ENSP00000361666	S22A7_HUMAN
ENSP00000419751	GGTL2_HUMAN
ENSP00000437940	CD19_HUMAN
ENSP00000355084	MSRB1_HUMAN
ENSP00000478388	NATD1_HUMAN
ENSP00000294635	LRC53_HUMAN
ENSP00000378782	NADC_HUMAN
ENSP00000216366	AP4S1_HUMAN
ENSP00000357791	HORN_HUMAN
ENSP00000318406	K319L_HUMAN
ENSP00000246792	RRAS_HUMAN
ENSP00000242261	TWST1_HUMAN
ENSP00000380365	RGN_HUMAN
ENSP00000014914	RAI3_HUMAN
ENSP00000400168	G3V325_HUMAN
ENSP00000353044	OR2L3_HUMAN
ENSP00000347538	SYT17_HUMAN
ENSP00000265707	ADA18_HUMAN
ENSP00000353414	AT2B2_HUMAN
ENSP00000478962	A0A087WUW0_HUMAN
ENSP00000308897	RM11_HUMAN
ENSP00000220763	CBPQ_HUMAN
ENSP00000364298	FKBPL_HUMAN
ENSP00000295899	THOC7_HUMAN
ENSP00000240189	PRAM2_HUMAN
ENSP00000276590	LACB2_HUMAN
ENSP00000343633	FOXN2_HUMAN
ENSP00000384700	PAPOB_HUMAN
ENSP00000450524	MP3B2_HUMAN
ENSP00000371614	BRSK2_HUMAN
ENSP00000386133	P1L12_HUMAN
ENSP00000372206	EFMT1_HUMAN
ENSP00000344577	APOL3_HUMAN
ENSP00000261464	TRAF5_HUMAN
ENSP00000377840	CACB1_HUMAN
ENSP00000356047	F262_HUMAN
ENSP00000254624	EFR3A_HUMAN
ENSP00000287097	CD109_HUMAN
ENSP00000289004	A0A0B4J1R4_HUMAN
ENSP00000439281	H9ME53_HUMAN
ENSP00000383737	DYH14_HUMAN
ENSP00000450749	G3V2M4_HUMAN
ENSP00000302177	MBOA2_HUMAN
ENSP00000304077	OR4KF_HUMAN
ENSP00000302476	HSPB2_HUMAN
ENSP00000357796	TCHL1_HUMAN
ENSP00000392511	PRRT3_HUMAN
ENSP00000387298	ERIC2_HUMAN
ENSP00000316779	BIN1_HUMAN
ENSP00000330269	RES18_HUMAN
ENSP00000252804	PXDN_HUMAN
ENSP00000286349	TRI42_HUMAN
ENSP00000342974	ZN791_HUMAN
ENSP00000367950	SHRM1_HUMAN
ENSP00000485370	FM25C_HUMAN
ENSP00000254654	ILKAP_HUMAN
ENSP00000296679	WDR41_HUMAN
ENSP00000298815	RHG42_HUMAN
ENSP00000407592	KCMB2_HUMAN
ENSP00000330838	ZN775_HUMAN
ENSP00000341684	CCD15_HUMAN
ENSP00000431876	UBP35_HUMAN
ENSP00000364110	GGEE3_HUMAN
ENSP00000320359	IFT22_HUMAN
ENSP00000422941	A8MSY1_HUMAN
ENSP00000301215	ZN526_HUMAN
ENSP00000428137	E7EV90_HUMAN
ENSP00000266970	CDK2_HUMAN
ENSP00000359497	GBP2_HUMAN
ENSP00000339830	TM220_HUMAN
ENSP00000300303	NAT16_HUMAN
ENSP00000371318	TM74B_HUMAN
ENSP00000261636	ARL1_HUMAN
ENSP00000402861	PLCL1_HUMAN
ENSP00000482229	A0A5F9YLF9_HUMAN
ENSP00000331581	CK087_HUMAN
ENSP00000324343	BUP1_HUMAN
ENSP00000285243	ANR40_HUMAN
ENSP00000353518	ANS1A_HUMAN
ENSP00000395259	SCND3_HUMAN
ENSP00000323280	CD6_HUMAN
ENSP00000329210	O2T10_HUMAN
ENSP00000361143	TM164_HUMAN
ENSP00000287916	CLD12_HUMAN
ENSP00000300258	TCP1L_HUMAN
ENSP00000223073	RBM28_HUMAN
ENSP00000293502	DR9C7_HUMAN
ENSP00000220166	CATH_HUMAN
ENSP00000330945	TMED9_HUMAN
ENSP00000481486	H4_HUMAN
ENSP00000309198	UBE3C_HUMAN
ENSP00000402515	SMG1_HUMAN
ENSP00000219919	AQP9_HUMAN
ENSP00000350708	RD23B_HUMAN
ENSP00000380033	A0A5H1ZRQ2_HUMAN
ENSP00000300145	ATP23_HUMAN
ENSP00000266712	TMTC3_HUMAN
ENSP00000361705	TDIF1_HUMAN
ENSP00000447000	H0YHG0_HUMAN
ENSP00000260402	PLCB2_HUMAN
ENSP00000470584	SPXN2_HUMAN
ENSP00000416126	PRAP1_HUMAN
ENSP00000475939	DYH11_HUMAN
ENSP00000282344	UBP12_HUMAN
ENSP00000394510	PRR12_HUMAN
ENSP00000382327	D39U1_HUMAN
ENSP00000359505	SDHF4_HUMAN
ENSP00000283357	FA81B_HUMAN
ENSP00000364265	FOXE1_HUMAN
ENSP00000262041	MEOX2_HUMAN
ENSP00000348752	ORAI2_HUMAN
ENSP00000349596	TRI38_HUMAN
ENSP00000428209	UB2V2_HUMAN
ENSP00000334910	PDE2A_HUMAN
ENSP00000371835	DB126_HUMAN
ENSP00000364412	DHB3_HUMAN
ENSP00000417183	DUS7_HUMAN
ENSP00000342755	RNF41_HUMAN
ENSP00000382476	MRO2B_HUMAN
ENSP00000331867	TS1R1_HUMAN
ENSP00000384708	A0A1D5RMN4_HUMAN
ENSP00000290246	ELMO2_HUMAN
ENSP00000326244	T151A_HUMAN
ENSP00000366984	K1C40_HUMAN
ENSP00000325290	HASP_HUMAN
ENSP00000348300	BTG4_HUMAN
ENSP00000357511	CA189_HUMAN
ENSP00000274192	S5A1_HUMAN
ENSP00000303540	SCN1A_HUMAN
ENSP00000350036	SMC1B_HUMAN
ENSP00000338330	PAQR6_HUMAN
ENSP00000369390	CDK14_HUMAN
ENSP00000388658	CMC1_HUMAN
ENSP00000470323	ZN329_HUMAN
ENSP00000303252	Z804A_HUMAN
ENSP00000352928	DDA1_HUMAN
ENSP00000281031	NDUC2_HUMAN
ENSP00000298229	SHIP2_HUMAN
ENSP00000372326	A0A499FJN5_HUMAN
ENSP00000377522	MSPD3_HUMAN
ENSP00000345259	41_HUMAN
ENSP00000316137	DRIC1_HUMAN
ENSP00000377494	TAGL3_HUMAN
ENSP00000265969	KCNC1_HUMAN
ENSP00000225298	UTP18_HUMAN
ENSP00000350547	SEM4F_HUMAN
ENSP00000216268	ZBED4_HUMAN
ENSP00000410083	VEZA_HUMAN
ENSP00000225525	TX1B3_HUMAN
ENSP00000406027	EPMIP_HUMAN
ENSP00000419279	IFT56_HUMAN
ENSP00000324741	MA11_HUMAN
ENSP00000461388	OVCA2_HUMAN
ENSP00000313699	HPHL1_HUMAN
ENSP00000358105	APH1A_HUMAN
ENSP00000400852	ZN736_HUMAN
ENSP00000337122	Z354A_HUMAN
ENSP00000370253	NKX31_HUMAN
ENSP00000268042	ARRD4_HUMAN
ENSP00000430073	CNBD1_HUMAN
ENSP00000437832	ZN641_HUMAN
ENSP00000370303	ZDH21_HUMAN
ENSP00000272852	CBPO_HUMAN
ENSP00000344903	MAFK_HUMAN
ENSP00000353863	ZN148_HUMAN
ENSP00000252660	MAS_HUMAN
ENSP00000300651	MED1_HUMAN
ENSP00000398617	F71E2_HUMAN
ENSP00000265728	DBF4A_HUMAN
ENSP00000424417	PLRG1_HUMAN
ENSP00000418259	ZFP57_HUMAN
ENSP00000271715	POGZ_HUMAN
ENSP00000275216	TAAR1_HUMAN
ENSP00000384081	EFR3B_HUMAN
ENSP00000364043	SPI2A_HUMAN
ENSP00000372313	MSLN_HUMAN
ENSP00000268766	NEK8_HUMAN
ENSP00000391249	SEPT9_HUMAN
ENSP00000369753	MMP26_HUMAN
ENSP00000386884	CXCR4_HUMAN
ENSP00000319222	ZN720_HUMAN
ENSP00000405812	S4A8_HUMAN
ENSP00000364140	COFA1_HUMAN
ENSP00000372136	DEF1_HUMAN
ENSP00000240851	TFG_HUMAN
ENSP00000228928	OAS3_HUMAN
ENSP00000284690	DHX32_HUMAN
ENSP00000330475	TM11B_HUMAN
ENSP00000346809	PGAP1_HUMAN
ENSP00000476767	FKBP8_HUMAN
ENSP00000359340	NKAI4_HUMAN
ENSP00000386502	ANR61_HUMAN
ENSP00000334276	UDB28_HUMAN
ENSP00000359215	TLX1_HUMAN
ENSP00000353826	LONM_HUMAN
ENSP00000269127	CQ064_HUMAN
ENSP00000328402	O6C76_HUMAN
ENSP00000317331	SSRD_HUMAN
ENSP00000296046	CBPA3_HUMAN
ENSP00000285805	TRI74_HUMAN
ENSP00000462333	ENASE_HUMAN
ENSP00000205948	APOH_HUMAN
ENSP00000216115	BIK_HUMAN
ENSP00000384996	TB10A_HUMAN
ENSP00000362728	IMA7_HUMAN
ENSP00000360690	LONF3_HUMAN
ENSP00000369871	HAUS6_HUMAN
ENSP00000325508	CK071_HUMAN
ENSP00000357736	LELP1_HUMAN
ENSP00000331626	ZKSC2_HUMAN
ENSP00000426455	RNT2_HUMAN
ENSP00000452552	ZFP37_HUMAN
ENSP00000307722	NSG2_HUMAN
ENSP00000356607	RGPS2_HUMAN
ENSP00000389998	MKS3_HUMAN
ENSP00000357668	ADA12_HUMAN
ENSP00000380495	DDX51_HUMAN
ENSP00000385347	TAPT1_HUMAN
ENSP00000305529	SIRPG_HUMAN
ENSP00000349168	HNRH1_HUMAN
ENSP00000356793	XCL2_HUMAN
ENSP00000367992	ESTD_HUMAN
ENSP00000357507	CA043_HUMAN
ENSP00000379894	UBN1_HUMAN
ENSP00000376840	PMGE_HUMAN
ENSP00000351589	H2A1_HUMAN
ENSP00000406046	DPOD1_HUMAN
ENSP00000350869	ZN346_HUMAN
ENSP00000366509	ZKSC4_HUMAN
ENSP00000435189	RAB30_HUMAN
ENSP00000232744	ABTB1_HUMAN
ENSP00000311257	STOX2_HUMAN
ENSP00000419471	RA51B_HUMAN
ENSP00000423099	CX04A_HUMAN
ENSP00000316244	5HT1A_HUMAN
ENSP00000347665	COIA1_HUMAN
ENSP00000436042	PCDA9_HUMAN
ENSP00000368356	KPCD3_HUMAN
ENSP00000264234	UPK1B_HUMAN
ENSP00000362965	PTAFR_HUMAN
ENSP00000262225	TMED2_HUMAN
ENSP00000261275	F1891_HUMAN
ENSP00000358739	RWD2A_HUMAN
ENSP00000361120	GNDS_HUMAN
ENSP00000365931	SP2_HUMAN
ENSP00000371686	DMRT2_HUMAN
ENSP00000359356	EVI5_HUMAN
ENSP00000341082	RM20_HUMAN
ENSP00000317232	FKB10_HUMAN
ENSP00000427687	WDR1_HUMAN
ENSP00000403566	CT173_HUMAN
ENSP00000329153	O6C70_HUMAN
ENSP00000379997	GAPT_HUMAN
ENSP00000386453	B8A4K4_HUMAN
ENSP00000425048	DTWD2_HUMAN
ENSP00000358062	CRBG1_HUMAN
ENSP00000447942	PFD5_HUMAN
ENSP00000261292	LIPE_HUMAN
ENSP00000358742	SFR1_HUMAN
ENSP00000245457	PE2R2_HUMAN
ENSP00000301050	CACB3_HUMAN
ENSP00000294119	UBXN1_HUMAN
ENSP00000238146	DDX55_HUMAN
ENSP00000322609	ERIC3_HUMAN
ENSP00000386911	RHG25_HUMAN
ENSP00000345681	GATA2_HUMAN
ENSP00000289269	PCDC2_HUMAN
ENSP00000419425	PPIA_HUMAN
ENSP00000354501	ZN277_HUMAN
ENSP00000284509	AT8B4_HUMAN
ENSP00000319851	CHDH_HUMAN
ENSP00000263753	SGO1_HUMAN
ENSP00000377536	PTTG1_HUMAN
ENSP00000444412	ZN268_HUMAN
ENSP00000412361	SIG11_HUMAN
ENSP00000310622	ABEC4_HUMAN
ENSP00000386306	SCN9A_HUMAN
ENSP00000308452	K1C17_HUMAN
ENSP00000246747	ARL2_HUMAN
ENSP00000418910	SELT_HUMAN
ENSP00000452123	SRSF5_HUMAN
ENSP00000283249	ITB6_HUMAN
ENSP00000327525	OR4F6_HUMAN
ENSP00000312224	DTD2_HUMAN
ENSP00000424737	ZGRF1_HUMAN
ENSP00000356355	NEK7_HUMAN
ENSP00000425759	COX7C_HUMAN
ENSP00000371040	REL2_HUMAN
ENSP00000354686	ZN652_HUMAN
ENSP00000248572	GBG1_HUMAN
ENSP00000312262	ARBK1_HUMAN
ENSP00000484532	MIS12_HUMAN
ENSP00000451261	UB2J1_HUMAN
ENSP00000369055	B4GT1_HUMAN
ENSP00000356301	B1ALM5_HUMAN
ENSP00000473056	M0R384_HUMAN
ENSP00000266058	SLIT1_HUMAN
ENSP00000330289	TPC6B_HUMAN
ENSP00000360918	CH25H_HUMAN
ENSP00000264995	RM03_HUMAN
ENSP00000441032	ASTRA_HUMAN
ENSP00000264436	ADDB_HUMAN
ENSP00000284288	PANX3_HUMAN
ENSP00000427820	CH034_HUMAN
ENSP00000010299	FA76A_HUMAN
ENSP00000376304	TM121_HUMAN
ENSP00000221307	CP4F3_HUMAN
ENSP00000263245	ARFG3_HUMAN
ENSP00000420321	ROBO1_HUMAN
ENSP00000385795	PHF14_HUMAN
ENSP00000481850	JADE3_HUMAN
ENSP00000413156	E7ES60_HUMAN
ENSP00000230792	NUD12_HUMAN
ENSP00000265634	NPTX2_HUMAN
ENSP00000315152	MAP12_HUMAN
ENSP00000283225	O14K1_HUMAN
ENSP00000262415	DHX8_HUMAN
ENSP00000264735	PLAT1_HUMAN
ENSP00000317357	O13D1_HUMAN
ENSP00000231487	SKP1_HUMAN
ENSP00000353032	P2RX4_HUMAN
ENSP00000359483	LRC8C_HUMAN
ENSP00000439467	PDCD2_HUMAN
ENSP00000405699	ZN837_HUMAN
ENSP00000167586	K1C14_HUMAN
ENSP00000484615	OBP2B_HUMAN
ENSP00000370055	UBL3_HUMAN
ENSP00000296684	NDUS4_HUMAN
ENSP00000464522	TIM23_HUMAN
ENSP00000258821	TTC5_HUMAN
ENSP00000273814	DGKQ_HUMAN
ENSP00000385632	PDE7A_HUMAN
ENSP00000439435	ZN415_HUMAN
ENSP00000353377	C102B_HUMAN
ENSP00000188312	ARP6_HUMAN
ENSP00000357384	DPM3_HUMAN
ENSP00000360381	CDCP2_HUMAN
ENSP00000291458	CCD58_HUMAN
ENSP00000375086	CCL25_HUMAN
ENSP00000356584	TOIP2_HUMAN
ENSP00000444810	FKBP5_HUMAN
ENSP00000164139	PYGM_HUMAN
ENSP00000396308	DYR_HUMAN
ENSP00000307298	FEM1B_HUMAN
ENSP00000318607	LRAD3_HUMAN
ENSP00000400471	T106C_HUMAN
ENSP00000483673	GG6LV_HUMAN
ENSP00000358866	FLNA_HUMAN
ENSP00000258145	GNS_HUMAN
ENSP00000468304	MBTD1_HUMAN
ENSP00000271064	TINAL_HUMAN
ENSP00000356231	MSS4_HUMAN
ENSP00000327786	IZUM1_HUMAN
ENSP00000312002	HAVR2_HUMAN
ENSP00000363984	TM246_HUMAN
ENSP00000384387	OX1R_HUMAN
ENSP00000219281	USB1_HUMAN
ENSP00000216540	NTCP_HUMAN
ENSP00000381857	MROH6_HUMAN
ENSP00000253159	ZN236_HUMAN
ENSP00000310668	NUP93_HUMAN
ENSP00000306688	OR2M4_HUMAN
ENSP00000364370	CT144_HUMAN
ENSP00000396673	SPB1_HUMAN
ENSP00000471457	MYO9B_HUMAN
ENSP00000258105	RM53_HUMAN
ENSP00000005284	CCG3_HUMAN
ENSP00000382492	RADIL_HUMAN
ENSP00000368637	S23A2_HUMAN
ENSP00000291934	TM190_HUMAN
ENSP00000323580	IFT88_HUMAN
ENSP00000222674	NPVF_HUMAN
ENSP00000344648	G6PT2_HUMAN
ENSP00000257868	GDF11_HUMAN
ENSP00000449500	RNK_HUMAN
ENSP00000333310	ST1C3_HUMAN
ENSP00000368799	KBTB6_HUMAN
ENSP00000356782	GO45_HUMAN
ENSP00000442068	CDCA3_HUMAN
ENSP00000365961	FBX44_HUMAN
ENSP00000400997	Z780A_HUMAN
ENSP00000238561	ADCK1_HUMAN
ENSP00000320649	CCD89_HUMAN
ENSP00000299721	CPLX4_HUMAN
ENSP00000267842	S27A2_HUMAN
ENSP00000450980	A0A024R6J8_HUMAN
ENSP00000296930	NPM_HUMAN
ENSP00000309836	CCD13_HUMAN
ENSP00000312615	TM134_HUMAN
ENSP00000305288	NLGN2_HUMAN
ENSP00000465260	CBARP_HUMAN
ENSP00000445929	GTR14_HUMAN
ENSP00000321106	TKN1_HUMAN
ENSP00000301522	PRDX2_HUMAN
ENSP00000429690	VA0E1_HUMAN
ENSP00000309126	NSUN5_HUMAN
ENSP00000348206	PLD3B_HUMAN
ENSP00000252655	RSPH3_HUMAN
ENSP00000370213	CLCN4_HUMAN
ENSP00000482107	A0A0B4J2E5_HUMAN
ENSP00000255040	SAMP_HUMAN
ENSP00000302936	DLRB2_HUMAN
ENSP00000434655	PCDA8_HUMAN
ENSP00000268138	TICRR_HUMAN
ENSP00000286364	RASA2_HUMAN
ENSP00000288177	ZNF19_HUMAN
ENSP00000351591	NLGN3_HUMAN
ENSP00000362968	COLL1_HUMAN
ENSP00000331470	DBX2_HUMAN
ENSP00000329557	TMM89_HUMAN
ENSP00000385025	SMCR8_HUMAN
ENSP00000294008	SLX4_HUMAN
ENSP00000361731	TBC13_HUMAN
ENSP00000360608	NMDZ1_HUMAN
ENSP00000433757	TTC12_HUMAN
ENSP00000422431	TM158_HUMAN
ENSP00000378323	PP2BA_HUMAN
ENSP00000296632	STAR4_HUMAN
ENSP00000331019	RS27L_HUMAN
ENSP00000342385	PTGES_HUMAN
ENSP00000288466	ZN618_HUMAN
ENSP00000430950	I23O1_HUMAN
ENSP00000392368	F5GWJ3_HUMAN
ENSP00000366612	CBWD5_HUMAN
ENSP00000356135	TMM81_HUMAN
ENSP00000440498	GD1L1_HUMAN
ENSP00000302836	HXC9_HUMAN
ENSP00000382815	K2026_HUMAN
ENSP00000455169	NETO2_HUMAN
ENSP00000296435	J3KNB4_HUMAN
ENSP00000277903	HABP2_HUMAN
ENSP00000299424	TAF10_HUMAN
ENSP00000268661	RL3L_HUMAN
ENSP00000408146	DPB1_HUMAN
ENSP00000240100	DUS4_HUMAN
ENSP00000480946	SETLP_HUMAN
ENSP00000006526	WDR54_HUMAN
ENSP00000420026	C9JRX8_HUMAN
ENSP00000352925	TRRAP_HUMAN
ENSP00000320849	CC184_HUMAN
ENSP00000372335	NELFA_HUMAN
ENSP00000356811	HBS1L_HUMAN
ENSP00000451318	RNS11_HUMAN
ENSP00000386208	OR2A5_HUMAN
ENSP00000339524	B4DZS0_HUMAN
ENSP00000264192	CYTIP_HUMAN
ENSP00000385026	ACHA2_HUMAN
ENSP00000430985	ANKR6_HUMAN
ENSP00000296490	WDR82_HUMAN
ENSP00000378364	NRAM2_HUMAN
ENSP00000309285	CCD96_HUMAN
ENSP00000383715	CCR6_HUMAN
ENSP00000358925	PSRC1_HUMAN
ENSP00000305640	OR6F1_HUMAN
ENSP00000261263	RAB21_HUMAN
ENSP00000482657	M3K14_HUMAN
ENSP00000417190	ATPF2_HUMAN
ENSP00000226951	CLNK_HUMAN
ENSP00000219240	PYRD_HUMAN
ENSP00000311469	GSTM1_HUMAN
ENSP00000401564	F6WQW2_HUMAN
ENSP00000368688	LYRM7_HUMAN
ENSP00000355979	SRTD4_HUMAN
ENSP00000359727	BAG2_HUMAN
ENSP00000261658	BFAR_HUMAN
ENSP00000307879	CK045_HUMAN
ENSP00000320560	OR2D3_HUMAN
ENSP00000335255	ANGL5_HUMAN
ENSP00000371341	A0A499FJ16_HUMAN
ENSP00000370115	ILEU_HUMAN
ENSP00000315630	SWP70_HUMAN
ENSP00000361642	PPCS_HUMAN
ENSP00000376168	CENPX_HUMAN
ENSP00000398824	PF21A_HUMAN
ENSP00000262193	PSB1_HUMAN
ENSP00000202967	SIR4_HUMAN
ENSP00000380840	ZN709_HUMAN
ENSP00000367615	APT_HUMAN
ENSP00000324831	OR4P4_HUMAN
ENSP00000311336	AT8B3_HUMAN
ENSP00000241436	POLK_HUMAN
ENSP00000421981	PAQR3_HUMAN
ENSP00000325017	CND1_HUMAN
ENSP00000425582	U17LJ_HUMAN
ENSP00000448310	BEST2_HUMAN
ENSP00000374501	UVSSA_HUMAN
ENSP00000303153	COMA1_HUMAN
ENSP00000264710	RAB10_HUMAN
ENSP00000363929	NCOA6_HUMAN
ENSP00000481592	SIM22_HUMAN
ENSP00000350310	AT2B4_HUMAN
ENSP00000479216	A0A087WV67_HUMAN
ENSP00000465759	RPOM_HUMAN
ENSP00000258169	MPH6_HUMAN
ENSP00000350162	SYCP2_HUMAN
ENSP00000322837	TMM40_HUMAN
ENSP00000442793	BEAN1_HUMAN
ENSP00000431186	BTBDA_HUMAN
ENSP00000256544	KTBL1_HUMAN
ENSP00000347038	PLS4_HUMAN
ENSP00000384359	ABC3A_HUMAN
ENSP00000352314	KLH14_HUMAN
ENSP00000279392	HIRP3_HUMAN
ENSP00000354090	SIG14_HUMAN
ENSP00000244221	PAI2B_HUMAN
ENSP00000331462	ZN704_HUMAN
ENSP00000361875	WFDC5_HUMAN
ENSP00000439128	BAFL_HUMAN
ENSP00000378130	CFAI_HUMAN
ENSP00000324318	TPC12_HUMAN
ENSP00000360997	ATS13_HUMAN
ENSP00000248342	EIF3K_HUMAN
ENSP00000295297	C1QT7_HUMAN
ENSP00000392410	Z587B_HUMAN
ENSP00000481321	GBRR3_HUMAN
ENSP00000389913	PKHM1_HUMAN
ENSP00000321987	TSEAR_HUMAN
ENSP00000450857	STON2_HUMAN
ENSP00000262426	FOXF1_HUMAN
ENSP00000383931	GPV_HUMAN
ENSP00000292475	ATPK_HUMAN
ENSP00000410111	TBC26_HUMAN
ENSP00000335304	ODO2_HUMAN
ENSP00000378191	AIMP1_HUMAN
ENSP00000360577	ECHD2_HUMAN
ENSP00000320092	SH3G3_HUMAN
ENSP00000345751	SCNNB_HUMAN
ENSP00000319482	DCNL3_HUMAN
ENSP00000337889	MAD4_HUMAN
ENSP00000355800	CSCL1_HUMAN
ENSP00000447879	ZBED6_HUMAN
ENSP00000370077	CC171_HUMAN
ENSP00000481878	GBB1_HUMAN
ENSP00000262102	MTUS1_HUMAN
ENSP00000262462	S27A6_HUMAN
ENSP00000363250	GPN2_HUMAN
ENSP00000332274	TP4A3_HUMAN
ENSP00000480186	A0A087WWF6_HUMAN
ENSP00000252102	NDUA2_HUMAN
ENSP00000390076	ZSC31_HUMAN
ENSP00000345333	ZNF69_HUMAN
ENSP00000362936	TSAP1_HUMAN
ENSP00000250018	TPH1_HUMAN
ENSP00000338481	E41L2_HUMAN
ENSP00000452773	CCD32_HUMAN
