From	To
9606.ENSP00000341082	RM20_HUMAN
9606.ENSP00000479884	ZN229_HUMAN
9606.ENSP00000237455	RN103_HUMAN
9606.ENSP00000311165	AQP1_HUMAN
9606.ENSP00000337340	MED19_HUMAN
9606.ENSP00000350332	MYPC2_HUMAN
9606.ENSP00000427772	KIBRA_HUMAN
9606.ENSP00000364621	SUSD3_HUMAN
9606.ENSP00000482457	PLCG2_HUMAN
9606.ENSP00000372313	MSLN_HUMAN
9606.ENSP00000386378	CLC4K_HUMAN
9606.ENSP00000341289	TBB4B_HUMAN
9606.ENSP00000253413	VATE1_HUMAN
9606.ENSP00000216832	PININ_HUMAN
9606.ENSP00000484263	TM114_HUMAN
9606.ENSP00000384999	P4HA2_HUMAN
9606.ENSP00000365588	MDC1_HUMAN
9606.ENSP00000292408	FGFR4_HUMAN
9606.ENSP00000269829	ZN544_HUMAN
9606.ENSP00000261427	UBE2K_HUMAN
9606.ENSP00000379891	AP1S3_HUMAN
9606.ENSP00000441641	PRR14_HUMAN
9606.ENSP00000398698	TNFA_HUMAN
9606.ENSP00000355518	FUMH_HUMAN
9606.ENSP00000327968	SNAI3_HUMAN
9606.ENSP00000434142	TPD53_HUMAN
9606.ENSP00000309161	ZN471_HUMAN
9606.ENSP00000370293	HUS1B_HUMAN
9606.ENSP00000379144	TNR6A_HUMAN
9606.ENSP00000397239	KDM4E_HUMAN
9606.ENSP00000287713	NMNA2_HUMAN
9606.ENSP00000370803	CP110_HUMAN
9606.ENSP00000441624	T2R20_HUMAN
9606.ENSP00000358715	SORC3_HUMAN
9606.ENSP00000405899	AQ12A_HUMAN
9606.ENSP00000429896	F178B_HUMAN
9606.ENSP00000294360	CZIB_HUMAN
9606.ENSP00000300404	B4GN2_HUMAN
9606.ENSP00000412957	BIRC8_HUMAN
9606.ENSP00000408146	DPB1_HUMAN
9606.ENSP00000406318	ZN880_HUMAN
9606.ENSP00000479134	FMN1_HUMAN
9606.ENSP00000479504	DDX52_HUMAN
9606.ENSP00000311453	PDE8A_HUMAN
9606.ENSP00000314157	SNP47_HUMAN
9606.ENSP00000274024	FABPI_HUMAN
9606.ENSP00000435565	MROH1_HUMAN
9606.ENSP00000257974	KRT82_HUMAN
9606.ENSP00000007735	KT33A_HUMAN
9606.ENSP00000358142	SV2A_HUMAN
9606.ENSP00000354504	ASTN2_HUMAN
9606.ENSP00000442563	DPOG2_HUMAN
9606.ENSP00000333942	KIF9_HUMAN
9606.ENSP00000310842	FANCI_HUMAN
9606.ENSP00000361943	HEYL_HUMAN
9606.ENSP00000294728	VCAM1_HUMAN
9606.ENSP00000357596	CR3L4_HUMAN
9606.ENSP00000361180	TF3C5_HUMAN
9606.ENSP00000282397	VGFR1_HUMAN
9606.ENSP00000328336	CEND_HUMAN
9606.ENSP00000465075	SPC24_HUMAN
9606.ENSP00000304908	TXND2_HUMAN
9606.ENSP00000331044	ENKUR_HUMAN
9606.ENSP00000258654	COG3_HUMAN
9606.ENSP00000265165	LEF1_HUMAN
9606.ENSP00000225941	ABI3_HUMAN
9606.ENSP00000364597	PADI4_HUMAN
9606.ENSP00000434676	UBP50_HUMAN
9606.ENSP00000254691	CARD6_HUMAN
9606.ENSP00000321805	RIT2_HUMAN
9606.ENSP00000401508	PNCB_HUMAN
9606.ENSP00000389103	RL23A_HUMAN
9606.ENSP00000346389	MEF2A_HUMAN
9606.ENSP00000470478	YP015_HUMAN
9606.ENSP00000340896	ASH2L_HUMAN
9606.ENSP00000323516	UR2R_HUMAN
9606.ENSP00000372482	SNR25_HUMAN
9606.ENSP00000326737	TNR12_HUMAN
9606.ENSP00000427661	B3A4_HUMAN
9606.ENSP00000383234	MK04_HUMAN
9606.ENSP00000261890	RB11A_HUMAN
9606.ENSP00000441858	DMXL2_HUMAN
9606.ENSP00000282549	OTX1_HUMAN
9606.ENSP00000295049	RFTN2_HUMAN
9606.ENSP00000332679	CP2AD_HUMAN
9606.ENSP00000365619	ZN337_HUMAN
9606.ENSP00000270570	S47A1_HUMAN
9606.ENSP00000260126	SO5A1_HUMAN
9606.ENSP00000360167	DC121_HUMAN
9606.ENSP00000297142	NDF6_HUMAN
9606.ENSP00000310686	FBXW8_HUMAN
9606.ENSP00000325120	PRGR_HUMAN
9606.ENSP00000384359	ABC3A_HUMAN
9606.ENSP00000480476	OPLA_HUMAN
9606.ENSP00000428263	GLUCM_HUMAN
9606.ENSP00000340467	CARL3_HUMAN
9606.ENSP00000351632	FAM3D_HUMAN
9606.ENSP00000166345	PCH2_HUMAN
9606.ENSP00000443339	HMN3_HUMAN
9606.ENSP00000451030	RGS6_HUMAN
9606.ENSP00000322823	O52N1_HUMAN
9606.ENSP00000482826	SNAB_HUMAN
9606.ENSP00000336987	TM155_HUMAN
9606.ENSP00000342222	TRPV2_HUMAN
9606.ENSP00000361066	NCOA3_HUMAN
9606.ENSP00000477802	CA158_HUMAN
9606.ENSP00000441802	PCDH7_HUMAN
9606.ENSP00000362435	TM35B_HUMAN
9606.ENSP00000437082	CH3L2_HUMAN
9606.ENSP00000219660	AQP8_HUMAN
9606.ENSP00000311401	DEN6A_HUMAN
9606.ENSP00000466298	STX10_HUMAN
9606.ENSP00000358554	SPF27_HUMAN
9606.ENSP00000289932	SC5AB_HUMAN
9606.ENSP00000317445	SAPL1_HUMAN
9606.ENSP00000316007	SCAM4_HUMAN
9606.ENSP00000310431	LMA1L_HUMAN
9606.ENSP00000299140	SPT19_HUMAN
9606.ENSP00000229708	ULBP1_HUMAN
9606.ENSP00000443133	F180B_HUMAN
9606.ENSP00000469981	TAZ_HUMAN
9606.ENSP00000470560	NEP1_HUMAN
9606.ENSP00000369014	NDNF_HUMAN
9606.ENSP00000357631	TCRGL_HUMAN
9606.ENSP00000470142	RENT1_HUMAN
9606.ENSP00000364133	TGFR1_HUMAN
9606.ENSP00000476795	GAN_HUMAN
9606.ENSP00000445122	3BHS2_HUMAN
9606.ENSP00000275820	NOM1_HUMAN
9606.ENSP00000309432	RETR3_HUMAN
9606.ENSP00000360441	RHXF2_HUMAN
9606.ENSP00000290231	NCOA5_HUMAN
9606.ENSP00000329380	GP1BA_HUMAN
9606.ENSP00000482732	PTN9_HUMAN
9606.ENSP00000321370	ZBED2_HUMAN
9606.ENSP00000294724	GDE_HUMAN
9606.ENSP00000483345	HDGR2_HUMAN
9606.ENSP00000362760	ZBT26_HUMAN
9606.ENSP00000240079	WASC3_HUMAN
9606.ENSP00000379353	SIA8A_HUMAN
9606.ENSP00000259371	DAB2P_HUMAN
9606.ENSP00000420723	KRA58_HUMAN
9606.ENSP00000241453	FLT3_HUMAN
9606.ENSP00000265310	TRPV5_HUMAN
9606.ENSP00000222008	PRAF1_HUMAN
9606.ENSP00000365720	TLE4_HUMAN
9606.ENSP00000350249	POTE1_HUMAN
9606.ENSP00000245479	SOX9_HUMAN
9606.ENSP00000366359	OR5V1_HUMAN
9606.ENSP00000373696	TRIPC_HUMAN
9606.ENSP00000369424	RBBP7_HUMAN
9606.ENSP00000280325	CK053_HUMAN
9606.ENSP00000381958	KSR1_HUMAN
9606.ENSP00000438346	REEP1_HUMAN
9606.ENSP00000298428	S61A2_HUMAN
9606.ENSP00000324511	SEPT1_HUMAN
9606.ENSP00000375914	RHBL4_HUMAN
9606.ENSP00000380352	DDHD2_HUMAN
9606.ENSP00000445418	F90A1_HUMAN
9606.ENSP00000310120	AG10B_HUMAN
9606.ENSP00000380174	ZSC29_HUMAN
9606.ENSP00000406157	PAPS2_HUMAN
9606.ENSP00000485552	A0A096LPE2_HUMAN
9606.ENSP00000376572	RN208_HUMAN
9606.ENSP00000395232	MTFR2_HUMAN
9606.ENSP00000310770	GPRL1_HUMAN
9606.ENSP00000362687	DDX50_HUMAN
9606.ENSP00000375586	ZN304_HUMAN
9606.ENSP00000255305	XPO4_HUMAN
9606.ENSP00000332773	IGDC3_HUMAN
9606.ENSP00000298282	PKNX2_HUMAN
9606.ENSP00000339823	ZN546_HUMAN
9606.ENSP00000438349	TR112_HUMAN
9606.ENSP00000323687	UBE2O_HUMAN
9606.ENSP00000300255	EVA1C_HUMAN
9606.ENSP00000210060	DHYS_HUMAN
9606.ENSP00000295025	REL_HUMAN
9606.ENSP00000426638	ETFD_HUMAN
9606.ENSP00000382434	PA24E_HUMAN
9606.ENSP00000327077	PCM1_HUMAN
9606.ENSP00000359045	RHG04_HUMAN
9606.ENSP00000261058	CCD54_HUMAN
9606.ENSP00000378408	ALAT1_HUMAN
9606.ENSP00000377948	QRFPR_HUMAN
9606.ENSP00000380888	MED13_HUMAN
9606.ENSP00000281882	CFC1B_HUMAN
9606.ENSP00000285419	PP4P2_HUMAN
9606.ENSP00000338844	SC23B_HUMAN
9606.ENSP00000319635	CXCR2_HUMAN
9606.ENSP00000252891	NUMBL_HUMAN
9606.ENSP00000418438	NDUA3_HUMAN
9606.ENSP00000385312	TPC_HUMAN
9606.ENSP00000318480	YMEL1_HUMAN
9606.ENSP00000454437	H3BML4_HUMAN
9606.ENSP00000301785	HNRL2_HUMAN
9606.ENSP00000356832	SGK1_HUMAN
9606.ENSP00000481126	VPS11_HUMAN
9606.ENSP00000369042	IPO7_HUMAN
9606.ENSP00000365961	FBX44_HUMAN
9606.ENSP00000303096	OR5A1_HUMAN
9606.ENSP00000391549	SMI19_HUMAN
9606.ENSP00000322249	ORAI3_HUMAN
9606.ENSP00000226091	EFNB3_HUMAN
9606.ENSP00000361895	NLS1_HUMAN
9606.ENSP00000243103	HXC12_HUMAN
9606.ENSP00000362978	EYA3_HUMAN
9606.ENSP00000268281	POLS2_HUMAN
9606.ENSP00000319006	CCD71_HUMAN
9606.ENSP00000480056	METL8_HUMAN
9606.ENSP00000329200	STAC3_HUMAN
9606.ENSP00000363414	PAQR7_HUMAN
9606.ENSP00000484912	CAYP1_HUMAN
9606.ENSP00000281171	PTPRO_HUMAN
9606.ENSP00000248933	SE6L1_HUMAN
9606.ENSP00000375147	KR161_HUMAN
9606.ENSP00000457704	A0A088AWK7_HUMAN
9606.ENSP00000217086	SALL4_HUMAN
9606.ENSP00000480832	NOP16_HUMAN
9606.ENSP00000322251	TNI3K_HUMAN
9606.ENSP00000429842	SNTG1_HUMAN
9606.ENSP00000408342	PRAM_HUMAN
9606.ENSP00000352926	TEAD4_HUMAN
9606.ENSP00000317836	PRR15_HUMAN
9606.ENSP00000355436	O2AK2_HUMAN
9606.ENSP00000397655	ASB15_HUMAN
9606.ENSP00000386992	IPO11_HUMAN
9606.ENSP00000265362	SEM3A_HUMAN
9606.ENSP00000330875	FANCF_HUMAN
9606.ENSP00000360116	UBE2U_HUMAN
9606.ENSP00000306396	RN187_HUMAN
9606.ENSP00000231228	IL12B_HUMAN
9606.ENSP00000363911	O13C5_HUMAN
9606.ENSP00000447006	CNTN1_HUMAN
9606.ENSP00000383392	NCAM2_HUMAN
9606.ENSP00000302621	A2GL_HUMAN
9606.ENSP00000333664	THIK_HUMAN
9606.ENSP00000330488	CX038_HUMAN
9606.ENSP00000450607	TIM_HUMAN
9606.ENSP00000346659	P_HUMAN
9606.ENSP00000367137	S17A4_HUMAN
9606.ENSP00000391085	GOG6D_HUMAN
9606.ENSP00000429763	INSY2_HUMAN
9606.ENSP00000263847	OSBP1_HUMAN
9606.ENSP00000267085	CSAD_HUMAN
9606.ENSP00000418112	PTPRG_HUMAN
9606.ENSP00000232892	AAAD_HUMAN
9606.ENSP00000392353	D6RB92_HUMAN
9606.ENSP00000318834	O10H4_HUMAN
9606.ENSP00000474003	TRI77_HUMAN
9606.ENSP00000466829	K7EN84_HUMAN
9606.ENSP00000480314	ZSWM9_HUMAN
9606.ENSP00000266674	LGR5_HUMAN
9606.ENSP00000367890	NADK_HUMAN
9606.ENSP00000286808	CLD17_HUMAN
9606.ENSP00000264346	HERC6_HUMAN
9606.ENSP00000427882	ANKAR_HUMAN
9606.ENSP00000478606	PCDB9_HUMAN
9606.ENSP00000407422	MUC7_HUMAN
9606.ENSP00000222462	WNT16_HUMAN
9606.ENSP00000424737	ZGRF1_HUMAN
9606.ENSP00000482202	PIGW_HUMAN
9606.ENSP00000339637	BRAT1_HUMAN
9606.ENSP00000341640	CO9A3_HUMAN
9606.ENSP00000300433	TMM92_HUMAN
9606.ENSP00000257910	TSN31_HUMAN
9606.ENSP00000354694	ZN485_HUMAN
9606.ENSP00000284292	NEUG_HUMAN
9606.ENSP00000252136	TRM2A_HUMAN
9606.ENSP00000399862	CNO10_HUMAN
9606.ENSP00000291495	CILP2_HUMAN
9606.ENSP00000329165	KRT36_HUMAN
9606.ENSP00000338814	BAG5_HUMAN
9606.ENSP00000471277	ZN558_HUMAN
9606.ENSP00000325017	CND1_HUMAN
9606.ENSP00000345064	PRIC1_HUMAN
9606.ENSP00000342188	LRIQ4_HUMAN
9606.ENSP00000301295	NALP4_HUMAN
9606.ENSP00000260257	FDXA1_HUMAN
9606.ENSP00000351777	TERA_HUMAN
9606.ENSP00000426387	ZBT38_HUMAN
9606.ENSP00000262225	TMED2_HUMAN
9606.ENSP00000467271	ABCA8_HUMAN
9606.ENSP00000391596	NAGA_HUMAN
9606.ENSP00000359271	ZN275_HUMAN
9606.ENSP00000266679	CPSF6_HUMAN
9606.ENSP00000215906	ASPH2_HUMAN
9606.ENSP00000357679	CHTOP_HUMAN
9606.ENSP00000251496	CND3_HUMAN
9606.ENSP00000411848	MARH8_HUMAN
9606.ENSP00000417063	F8W9P2_HUMAN
9606.ENSP00000384376	TDR15_HUMAN
9606.ENSP00000290431	PK2L2_HUMAN
9606.ENSP00000385432	SAR1B_HUMAN
9606.ENSP00000222573	ITB8_HUMAN
9606.ENSP00000228825	ARPC3_HUMAN
9606.ENSP00000409544	CLD4_HUMAN
9606.ENSP00000386069	ADA2C_HUMAN
9606.ENSP00000319991	MOT7_HUMAN
9606.ENSP00000407112	NAPEP_HUMAN
9606.ENSP00000370420	VCX3B_HUMAN
9606.ENSP00000384367	KCTD1_HUMAN
9606.ENSP00000440185	PDYN_HUMAN
9606.ENSP00000364324	F120C_HUMAN
9606.ENSP00000377814	MESH1_HUMAN
9606.ENSP00000301050	CACB3_HUMAN
9606.ENSP00000368540	UBAP2_HUMAN
9606.ENSP00000483018	BGAT_HUMAN
9606.ENSP00000261918	SEM7A_HUMAN
9606.ENSP00000313681	SPHK1_HUMAN
9606.ENSP00000265838	THIL_HUMAN
9606.ENSP00000373278	ZCPW2_HUMAN
9606.ENSP00000222254	P85B_HUMAN
9606.ENSP00000382474	CV039_HUMAN
9606.ENSP00000264428	GLRB_HUMAN
9606.ENSP00000296543	NAA15_HUMAN
9606.ENSP00000309477	ACOC_HUMAN
9606.ENSP00000301455	ANGL4_HUMAN
9606.ENSP00000307411	AF10_HUMAN
9606.ENSP00000274361	ANR31_HUMAN
9606.ENSP00000342331	BORC7_HUMAN
9606.ENSP00000266383	B4GN3_HUMAN
9606.ENSP00000277120	NTRK2_HUMAN
9606.ENSP00000304643	CALL6_HUMAN
9606.ENSP00000053867	GRN_HUMAN
9606.ENSP00000391397	MT1G_HUMAN
9606.ENSP00000338860	ZN444_HUMAN
9606.ENSP00000333012	CREST_HUMAN
9606.ENSP00000339906	PAX4_HUMAN
9606.ENSP00000355877	MARC1_HUMAN
9606.ENSP00000357789	FILA_HUMAN
9606.ENSP00000297857	ZHX1_HUMAN
9606.ENSP00000305533	THAP9_HUMAN
9606.ENSP00000326170	RFFL_HUMAN
9606.ENSP00000479248	JKIP2_HUMAN
9606.ENSP00000363128	DEC1_HUMAN
9606.ENSP00000418193	SPR2F_HUMAN
9606.ENSP00000419425	PPIA_HUMAN
9606.ENSP00000341963	RSCA1_HUMAN
9606.ENSP00000281030	THRSP_HUMAN
9606.ENSP00000357883	PI51A_HUMAN
9606.ENSP00000254337	DCA15_HUMAN
9606.ENSP00000313829	KHDR1_HUMAN
9606.ENSP00000379847	ZN143_HUMAN
9606.ENSP00000431404	PGBD5_HUMAN
9606.ENSP00000333018	TTC32_HUMAN
9606.ENSP00000453281	RFX7_HUMAN
9606.ENSP00000368986	O6C65_HUMAN
9606.ENSP00000297578	MFTC_HUMAN
9606.ENSP00000219548	CHIP_HUMAN
9606.ENSP00000360899	BEND5_HUMAN
9606.ENSP00000307132	CYTD_HUMAN
9606.ENSP00000014930	HEBP1_HUMAN
9606.ENSP00000344996	PALM3_HUMAN
9606.ENSP00000280758	BTBDB_HUMAN
9606.ENSP00000222329	ERF_HUMAN
9606.ENSP00000384629	KMT5A_HUMAN
9606.ENSP00000340776	CFA65_HUMAN
9606.ENSP00000443292	F222A_HUMAN
9606.ENSP00000347648	ZN512_HUMAN
9606.ENSP00000419313	TRPC1_HUMAN
9606.ENSP00000432412	ATG13_HUMAN
9606.ENSP00000341045	UDB15_HUMAN
9606.ENSP00000306918	PCDGL_HUMAN
9606.ENSP00000296443	TREX1_HUMAN
9606.ENSP00000267426	FITM1_HUMAN
9606.ENSP00000385098	FACC1_HUMAN
9606.ENSP00000371348	TM52B_HUMAN
9606.ENSP00000272322	VPS54_HUMAN
9606.ENSP00000362710	CSN7B_HUMAN
9606.ENSP00000410804	PLPL8_HUMAN
9606.ENSP00000296736	TIGD6_HUMAN
9606.ENSP00000405338	SHIP1_HUMAN
9606.ENSP00000323867	AAKG1_HUMAN
9606.ENSP00000309565	QCR6_HUMAN
9606.ENSP00000324960	CABP4_HUMAN
9606.ENSP00000318966	PINX1_HUMAN
9606.ENSP00000378687	P121A_HUMAN
9606.ENSP00000228515	CSRN2_HUMAN
9606.ENSP00000352956	RBM23_HUMAN
9606.ENSP00000481697	RSRC1_HUMAN
9606.ENSP00000321343	SIA8E_HUMAN
9606.ENSP00000375978	XRCC5_HUMAN
9606.ENSP00000391676	JAK3_HUMAN
9606.ENSP00000475750	HEBP2_HUMAN
9606.ENSP00000243440	BATF3_HUMAN
9606.ENSP00000263073	EST1A_HUMAN
9606.ENSP00000307567	SYQ_HUMAN
9606.ENSP00000363894	NPS3B_HUMAN
9606.ENSP00000315106	G137C_HUMAN
9606.ENSP00000379472	CCKN_HUMAN
9606.ENSP00000361097	MMRN2_HUMAN
9606.ENSP00000354499	COX1_HUMAN
9606.ENSP00000363118	ASA2B_HUMAN
9606.ENSP00000377396	GAK1B_HUMAN
9606.ENSP00000334187	LCE1F_HUMAN
9606.ENSP00000302783	TPPC1_HUMAN
9606.ENSP00000223073	RBM28_HUMAN
9606.ENSP00000226730	IL2_HUMAN
9606.ENSP00000353393	FA8_HUMAN
9606.ENSP00000301021	TPC2L_HUMAN
9606.ENSP00000281282	CGNL1_HUMAN
9606.ENSP00000317310	CABP1_HUMAN
9606.ENSP00000331435	MB3L5_HUMAN
9606.ENSP00000360255	OPN5_HUMAN
9606.ENSP00000229416	GSH1_HUMAN
9606.ENSP00000319217	OR4L1_HUMAN
9606.ENSP00000446093	GCP2_HUMAN
9606.ENSP00000356785	NDK7_HUMAN
9606.ENSP00000263707	TF2L1_HUMAN
9606.ENSP00000356001	RM18_HUMAN
9606.ENSP00000344488	JPH1_HUMAN
9606.ENSP00000400882	CPNS2_HUMAN
9606.ENSP00000361634	SHLB2_HUMAN
9606.ENSP00000346508	PDGFA_HUMAN
9606.ENSP00000229314	GOT1B_HUMAN
9606.ENSP00000365782	CEP78_HUMAN
9606.ENSP00000347965	OR2T6_HUMAN
9606.ENSP00000286744	ATL3_HUMAN
9606.ENSP00000368341	RBM24_HUMAN
9606.ENSP00000351671	CCL20_HUMAN
9606.ENSP00000468956	JOS2_HUMAN
9606.ENSP00000319052	CETN1_HUMAN
9606.ENSP00000312002	HAVR2_HUMAN
9606.ENSP00000391747	LACC1_HUMAN
9606.ENSP00000306328	S2533_HUMAN
9606.ENSP00000351395	SG1D4_HUMAN
9606.ENSP00000358183	F204A_HUMAN
9606.ENSP00000423333	UBP51_HUMAN
9606.ENSP00000357301	RL3R2_HUMAN
9606.ENSP00000319281	BASP1_HUMAN
9606.ENSP00000379669	MP17L_HUMAN
9606.ENSP00000308082	O10P1_HUMAN
9606.ENSP00000356705	DYN3_HUMAN
9606.ENSP00000264644	RPGFL_HUMAN
9606.ENSP00000370215	NXRD1_HUMAN
9606.ENSP00000346886	GABPA_HUMAN
9606.ENSP00000260443	RLP24_HUMAN
9606.ENSP00000367762	PLCB4_HUMAN
9606.ENSP00000216471	SAM15_HUMAN
9606.ENSP00000393719	CL17A_HUMAN
9606.ENSP00000329033	GHC2_HUMAN
9606.ENSP00000364609	PADI3_HUMAN
9606.ENSP00000353575	EI2BG_HUMAN
9606.ENSP00000368920	NHLC3_HUMAN
9606.ENSP00000243776	CHSS2_HUMAN
9606.ENSP00000259205	IL36G_HUMAN
9606.ENSP00000318867	CP8B1_HUMAN
9606.ENSP00000284437	CD019_HUMAN
9606.ENSP00000359130	ZNT7_HUMAN
9606.ENSP00000440077	CPNE6_HUMAN
9606.ENSP00000475489	MPP9_HUMAN
9606.ENSP00000397133	AAKG3_HUMAN
9606.ENSP00000479762	RAB7B_HUMAN
9606.ENSP00000259335	ECM29_HUMAN
9606.ENSP00000474560	HCDH_HUMAN
9606.ENSP00000450244	RASL1_HUMAN
9606.ENSP00000381057	RNAS1_HUMAN
9606.ENSP00000378578	AFF1_HUMAN
9606.ENSP00000358576	DCR1B_HUMAN
9606.ENSP00000322061	CO7_HUMAN
9606.ENSP00000323423	O2AP1_HUMAN
9606.ENSP00000349467	CALM1_HUMAN
9606.ENSP00000426909	RACK1_HUMAN
9606.ENSP00000369728	O52J3_HUMAN
9606.ENSP00000325785	CYTSA_HUMAN
9606.ENSP00000482704	DHR11_HUMAN
9606.ENSP00000332791	KLH15_HUMAN
9606.ENSP00000410890	ZN783_HUMAN
9606.ENSP00000426022	GBGT2_HUMAN
9606.ENSP00000264144	LAMC2_HUMAN
9606.ENSP00000304360	SMYD4_HUMAN
9606.ENSP00000341539	TCAIM_HUMAN
9606.ENSP00000237612	ABCG2_HUMAN
9606.ENSP00000323355	F187B_HUMAN
9606.ENSP00000385927	RMD1_HUMAN
9606.ENSP00000258198	DC1L2_HUMAN
9606.ENSP00000313391	DAB2_HUMAN
9606.ENSP00000259053	CD302_HUMAN
9606.ENSP00000194530	STRAB_HUMAN
9606.ENSP00000306894	ETV5_HUMAN
9606.ENSP00000296097	DNJ5G_HUMAN
9606.ENSP00000401191	BUD23_HUMAN
9606.ENSP00000324205	CHM4A_HUMAN
9606.ENSP00000318158	RT24_HUMAN
9606.ENSP00000262109	ERIC1_HUMAN
9606.ENSP00000242067	PTHB1_HUMAN
9606.ENSP00000342850	CBG_HUMAN
9606.ENSP00000371420	GPNMB_HUMAN
9606.ENSP00000278071	IPRI_HUMAN
9606.ENSP00000262113	MYOM2_HUMAN
9606.ENSP00000257336	BIVM_HUMAN
9606.ENSP00000246841	FLRT1_HUMAN
9606.ENSP00000346466	WDR91_HUMAN
9606.ENSP00000315203	CREG2_HUMAN
9606.ENSP00000357231	THMS1_HUMAN
9606.ENSP00000465500	TNR11_HUMAN
9606.ENSP00000287641	SMS_HUMAN
9606.ENSP00000436596	TM218_HUMAN
9606.ENSP00000377655	SENP7_HUMAN
9606.ENSP00000275198	TAAR6_HUMAN
9606.ENSP00000345282	ALAT2_HUMAN
9606.ENSP00000338862	BRX1_HUMAN
9606.ENSP00000481917	SE6L2_HUMAN
9606.ENSP00000408288	PPR3E_HUMAN
9606.ENSP00000428966	ZFP41_HUMAN
9606.ENSP00000391457	K7EIY8_HUMAN
9606.ENSP00000471575	MB3L1_HUMAN
9606.ENSP00000378288	MYLK3_HUMAN
9606.ENSP00000290374	CXD2_HUMAN
9606.ENSP00000291041	KPSH1_HUMAN
9606.ENSP00000300873	GBG8_HUMAN
9606.ENSP00000256644	LTOR5_HUMAN
9606.ENSP00000356437	SASH1_HUMAN
9606.ENSP00000479669	CB39L_HUMAN
9606.ENSP00000012443	PPP5_HUMAN
9606.ENSP00000315731	METRL_HUMAN
9606.ENSP00000427866	DEMA_HUMAN
9606.ENSP00000225927	ANAG_HUMAN
9606.ENSP00000361704	PYRG1_HUMAN
9606.ENSP00000331397	FA43B_HUMAN
9606.ENSP00000478533	ZN274_HUMAN
9606.ENSP00000184266	NDUB4_HUMAN
9606.ENSP00000482325	A20A3_HUMAN
9606.ENSP00000437073	MY18A_HUMAN
9606.ENSP00000366509	ZKSC4_HUMAN
9606.ENSP00000458832	LOX15_HUMAN
9606.ENSP00000424191	SMUG1_HUMAN
9606.ENSP00000422168	3BP2_HUMAN
9606.ENSP00000308149	AMZ1_HUMAN
9606.ENSP00000448035	NACAM_HUMAN
9606.ENSP00000262103	EFCB1_HUMAN
9606.ENSP00000368805	GCM2_HUMAN
9606.ENSP00000397026	GRIK2_HUMAN
9606.ENSP00000394051	A0A0G2JPW3_HUMAN
9606.ENSP00000275461	FER3L_HUMAN
9606.ENSP00000456480	SNX29_HUMAN
9606.ENSP00000368799	KBTB6_HUMAN
9606.ENSP00000304032	STAR5_HUMAN
9606.ENSP00000386657	F183B_HUMAN
9606.ENSP00000340226	LMX1A_HUMAN
9606.ENSP00000356515	UTRO_HUMAN
9606.ENSP00000330240	CCD34_HUMAN
9606.ENSP00000476537	RNS11_HUMAN
9606.ENSP00000350223	DJC14_HUMAN
9606.ENSP00000370508	IF3M_HUMAN
9606.ENSP00000361811	T53G5_HUMAN
9606.ENSP00000410186	KAD9_HUMAN
9606.ENSP00000339813	TPST2_HUMAN
9606.ENSP00000370010	TYB4_HUMAN
9606.ENSP00000405388	CAH10_HUMAN
9606.ENSP00000282570	GMCL1_HUMAN
9606.ENSP00000343838	UD110_HUMAN
9606.ENSP00000345083	MP2K3_HUMAN
9606.ENSP00000344192	IL17_HUMAN
9606.ENSP00000375909	SPKAP_HUMAN
9606.ENSP00000420477	NACAD_HUMAN
9606.ENSP00000360682	PAXX_HUMAN
9606.ENSP00000340796	ZN326_HUMAN
9606.ENSP00000363809	S39A7_HUMAN
9606.ENSP00000361355	TM254_HUMAN
9606.ENSP00000325078	O2AJ1_HUMAN
9606.ENSP00000479256	TRIL_HUMAN
9606.ENSP00000380241	8ODP_HUMAN
9606.ENSP00000290354	CBR3_HUMAN
9606.ENSP00000431971	SAMD1_HUMAN
9606.ENSP00000360488	F10C1_HUMAN
9606.ENSP00000333993	KR171_HUMAN
9606.ENSP00000415078	CATIN_HUMAN
9606.ENSP00000291971	NALP8_HUMAN
9606.ENSP00000389111	FND10_HUMAN
9606.ENSP00000233712	EVA1A_HUMAN
9606.ENSP00000428417	RIMS1_HUMAN
9606.ENSP00000308351	MLKL_HUMAN
9606.ENSP00000384115	MEI1_HUMAN
9606.ENSP00000270328	ATS10_HUMAN
9606.ENSP00000314116	TM107_HUMAN
9606.ENSP00000437489	FZD3_HUMAN
9606.ENSP00000363480	DLG3_HUMAN
9606.ENSP00000242208	INHBA_HUMAN
9606.ENSP00000278572	RS3_HUMAN
9606.ENSP00000344801	NCKX2_HUMAN
9606.ENSP00000400870	AASD1_HUMAN
9606.ENSP00000379370	ZN197_HUMAN
9606.ENSP00000255448	DCLK1_HUMAN
9606.ENSP00000310722	MOS_HUMAN
9606.ENSP00000304697	UBB_HUMAN
9606.ENSP00000360021	GBG12_HUMAN
9606.ENSP00000348368	O52R1_HUMAN
9606.ENSP00000461382	LAT4_HUMAN
9606.ENSP00000346729	ZN589_HUMAN
9606.ENSP00000402152	S12A3_HUMAN
9606.ENSP00000346037	RLA1_HUMAN
9606.ENSP00000209884	KLH20_HUMAN
9606.ENSP00000303864	OR8I2_HUMAN
9606.ENSP00000345917	LYAR_HUMAN
9606.ENSP00000395086	TRI51_HUMAN
9606.ENSP00000336733	SIA7D_HUMAN
9606.ENSP00000276440	DOCK5_HUMAN
9606.ENSP00000326227	GANC_HUMAN
9606.ENSP00000264663	NNTM_HUMAN
